gene	tissue	cos.part	sin.part	amp	phase	pval	int.array	int.rnaseq	pval.adj	relamp
Ucma	BS	-0.0609713235039208	-0.00181814649062654	0.0609984257705159	12.1138691150862	0.632181996955955	10.3103890717469	10.0318313044199	1	0.0617910707627347
Kank3	BS	0.0542676540567438	0.000221850503143432	0.0542681075261351	0.0156152277984018	0.632363165730098	9.99092155124629	10.765228873661	1	0.0549732952932689
Fam122b	BS	0.0720456798752177	0.0248503709298855	0.0762110288871318	1.26870697799632	0.632395804445966	8.59310286920263	8.95855043701114	1	0.0772013542871101
Sh2d6	BS	-0.0733455489795233	-0.049917150907486	0.0887202993109716	14.2825484189105	0.632409455758766	7.95426315622118	6.8274779971465	1	0.0898731766199953
Mrpl47	BS	0.0622496914814357	-0.0251753142423099	0.0671477515389233	22.5320249700485	0.632412351065105	11.2804491133798	11.0274198055539	1	0.0680203040404636
Fos	BS	-0.0653679979791476	-0.0637054895005781	0.0912763088227723	14.9508035027504	0.632456277241441	10.0162938400894	10.352322277231	1	0.0924624002371438
Zcchc11	BS	-0.0477292256523104	0.0242873010750864	0.0535532629713732	10.2020307321802	0.632463614206455	10.1567886384991	11.1679608778982	1	0.0542491616798241
Lrrc27	BS	0.0695805963933681	-0.0409298035120888	0.0807261308994491	21.9689620028326	0.632665517076633	11.1093061129634	10.1896751899287	1	0.0817751278627376
Mroh1	BS	0.0399138455155519	0.0174963805756931	0.0435802523752311	1.57802789965004	0.632775055533836	12.276236290635	12.1199426680366	1	0.044146556642407
Wdr90	BS	-0.0610550379051048	-0.0505206296160165	0.0792467770347319	14.6404274545895	0.632894408016259	8.54780718176545	9.0000965963619	1	0.0802765505112209
Gatc	BS	-0.0149564392351828	0.0228231622491492	0.0272872096346751	8.21583765616274	0.632959490383013	11.9015808020812	11.265254336084	1	0.0276417937045972
Usp24	BS	-0.00458183973364362	0.0570524975762643	0.0572361837916753	6.30610155453976	0.63304893132361	9.10723010505727	10.7185855538602	1	0.0579799402719961
Lefty2	BS	-0.144063276324176	0.187672590830593	0.236590847105975	8.50073050352716	0.633156943706996	4.47891413939194	2.21144530791443	1	0.239665230547753
Fgf8	BS	-0.0226077626217462	0.0420959952243089	0.047782672012836	7.88254243323702	0.633221227746889	3.95973838505696	8.11197003047582e-16	1	0.0484035846873417
AA474408	BS	-0.0318702671004599	0.121466224763261	0.125577695803409	6.9801235577923	0.63347214990569	11.0082206695562	10.5706755048948	1	0.127209517124298
Olfr323	BS	0.033712465870124	-0.0253099656504174	0.0421559570674132	21.5401499688299	0.633552913002715	2.66773843293025	6.89293051881012e-16	1	0.0427037533070635
Arhgdig	BS	-0.0513101263895603	0.0274641226518045	0.058197999133527	10.1227837237751	0.633661330140301	12.7299646802557	12.4089618579039	1	0.058954253938264
AA467197	BS	-0.0720538456478535	0.0610789168810004	0.0944584075665097	9.31417183443925	0.633699673634357	6.60154771441196	6.57837453206992	1	0.0956858488124893
Elof1	BS	-0.0489429509471398	0.00539195347110542	0.0492390658892783	11.5808789073341	0.633794863104515	11.5931948006741	12.2841565309293	1	0.0498789036966588
Cyp2c39	BS	-0.0238451690972106	-0.0413218486735387	0.0477083563652469	16.0008328363277	0.633820464041142	2.37343688841509	2.4860298081207e-16	1	0.0483283033439144
Fam63b	BS	-0.0463639861240083	0.0326224433565859	0.0566907666190967	9.65794447552978	0.633858566307362	10.7518633816769	11.2384782297246	1	0.0574274356674871
Zfp341	BS	0.0502677009361228	-0.0209418261380745	0.0544555032976541	22.492206436946	0.633883195869703	7.88405365760296	7.56239420202346	1	0.0551631261820549
Twist1	BS	0.0135864476509189	0.0820975399376957	0.0832141672048258	5.37354671828941	0.633894202068039	6.17539824305414	6.23860469453343	1	0.0842954949945742
Mogat1	BS	-0.0140789222096881	-0.068773824777743	0.0702001070166288	17.2287089604437	0.633966993747339	7.51332441362227	7.81437497017752	1	0.0711123233988892
Bend5	BS	0.00796506380864695	0.0469250343785608	0.0475962298181792	5.35776158161407	0.634050706297975	9.3165674084058	9.42918157848644	1	0.0482147197666872
