	init	U	tau.w	L	tau.s	tau.mrna	logL	bic	convergence	msg	min.tau	max.tau	UL.delta	genelab
Bloc1s6	4.98819969845341	4.81190947406138	8.18126696261039	5.23782754622754	3.76386018800501	1.00890826157263	68.2932182757074	-112.434326407004	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7638602	8.181267	-0.425918072166164	NA
Lmbr1	4.35238481200634	4.18983288481619	13.5341082948318	4.61561685145023	5.99391240116956	0.99996608019381	64.7474268070015	-105.342743469592	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.9939124	13.5341083	-0.425783966634039	NA
Ptger1	3.7704272336009	3.96729956148172	13.9905773073171	3.54152306281298	5.59822322498588	0.992500739832066	58.4009033223389	-92.6496965002669	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.5982232	13.9905773	0.425776498668735	NA
Zfp956	3.74341332284939	3.57592935492063	7.70980265368681	4.0015306743512	2.78870832540101	1.00642527712631	59.6627016620517	-95.1732931796926	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.7887083	7.7098027	-0.425601319430563	NA
Inpp5a	5.21703011863007	5.41482082107677	17.1303987502865	4.9893557105998	3.8226029075222	1.00806842599809	64.2618831814808	-104.371656218551	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8226029	17.1303988	0.425465110476972	NA
Ntrk2	7.60196118088332	7.77190957215588	17.6622706113437	7.34653209522416	5.18100326135543	1.00569190046283	69.8960530077493	-115.639995871088	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.1810033	17.6622706	0.425377476931722	NA
Ikbkap	5.73821094537327	5.60938739595211	3.63424636072367	6.03450759318973	5.2030812183541	1.01363329603791	69.2484485072852	-114.344786870159	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.6342464	5.2030812	-0.425120197237623	NA
4430402I18Rik	2.48146020353459	2.11516603106759	3.26553475579985	2.54021664517263	0.480898346962988	1.07542828727868	17.3773755074167	-10.6026408704224	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.2655348	-0.425050614105049	NA
Oard1	3.90430637277092	3.91470646033453	2.67247892712409	4.33961822543848	0.695586094931177	0.962015697844347	49.0210619422611	-73.8900137401113	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6955861	2.6724789	-0.424911765103947	NA
Ina	7.12259368702625	7.26577407887073	8.52685002800842	6.84124426072928	0.560928979642515	1.01916150763758	65.8809752289393	-107.609840313468	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.560929	8.52685	0.424529818141455	NA
Zbtb26	2.86966057352583	3.04729934099276	5.50029827840428	2.62290729290474	2.07013984899545	0.976840572357236	48.4383154175686	-72.7245206907263	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0701398	5.5002983	0.424392048088018	NA
Efcab2	3.27250390685377	3.05877882224015	10.9444847504881	3.48296762111632	0.802099654434756	0.983340512418179	50.2305614311006	-76.3090127177903	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8020997	10.9444848	-0.424188798876164	NA
Cacna1a	7.07885768219103	7.22452164219721	15.1392107407379	6.80034466534355	6.25735604533597	1.00525962396173	69.5016707345071	-114.851231324603	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.257356	15.1392107	0.42417697685366	NA
Crbn	5.8375545325732	5.63175163513927	34.6089441983547	6.0550778170041	1.23760008665376	0.977508110140427	76.2678229839982	-128.383535823586	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2376001	34.6089442	-0.423326181864824	NA
Tgfbr3	2.35790263789405	2.13898919957937	7.18088475701353	2.5621294136625	5.61628255239477	1.05207051115437	50.5535943205277	-76.9550784966445	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.6162826	7.1808848	-0.423140214083136	NA
Lca5	3.11653821238958	2.75359779605069	6.45028867974051	3.17671462191973	2.37156105481585	1.08089687568331	28.189948176073	-32.2277862077351	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.3715611	6.4502887	-0.423116825869037	NA
Rpgr	4.03701330300914	3.87935272085228	8.39332229274732	4.30236241436914	0.480898346962988	0.970121909728289	53.2968083692678	-82.4415065941247	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	8.3933223	-0.423009693516857	NA
Mcl1	5.29645007115088	5.57897178590811	11.7333583338941	5.15610278571155	2.11651932506485	0.987188292467433	39.8804003515043	-55.6086905585977	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.1165193	11.7333583	0.422869000196559	NA
Mapk9	7.29792389962537	7.12625985877348	19.5264325949167	7.54905295376547	1.43755817360274	0.985076847682979	73.7078784875288	-123.263646830647	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4375582	19.5264326	-0.422793094991992	NA
Dusp22	4.74051411465211	4.59042122825753	15.236935680385	5.01232511561683	0.979069902523675	0.975140898801788	67.0638017263701	-109.975493308329	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9790699	15.2369357	-0.421903887359305	NA
Dennd2a	3.77509660931651	3.9387983054307	11.4306746839392	3.51693857759696	8.3473304905129	0.9916232551101	70.9681533776605	-117.78419661091	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.3473305	11.4306747	0.421859727833744	NA
Ercc3	4.30677355382503	4.19436702434149	8.79156595362379	4.61621264976981	8.1705417898734	1.00324347346658	72.2821091156226	-120.412108086834	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.1705418	8.791566	-0.421845625428314	NA
Ssc5d	1.20564077288138	1.17365471441076	4.13780097807301	0.751878594389769	0.480898346962988	1.25421474086676	26.836382551443	-29.5206549584752	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.137801	0.421776120020992	NA
Lyrm4	4.50345365307523	4.34573938625703	11.7733494103865	4.76731981796864	5.42789990342528	0.998348538502678	65.4716729735543	-106.791235802698	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.4278999	11.7733494	-0.421580431711609	NA
B3galnt2	3.6649912421549	3.5901228023245	3.73254793334767	4.01165108827891	1.29048658147854	0.988813725800968	57.2660042944543	-90.3798984444976	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2904866	3.7325479	-0.421528285954412	NA
Unc79	4.82041167877188	4.85973582049526	3.06322690151057	4.43824511775029	0.480898346962988	1.02958328818125	53.5426524185692	-82.9331946927275	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.0632269	0.421490702744969	NA
Timm9	5.55337776853223	5.42862651376805	19.8778704713839	5.8500944689945	5.78739895611044	0.986940868241849	73.5193523850077	-122.886594625605	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.787399	19.8778705	-0.421467955226444	NA
BC023829	5.28272219190534	5.35339535185715	2.68089300938738	4.93203371591834	0.480898346962988	1.0208230804923	58.1882718911029	-92.2244336377949	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.680893	0.421361635938812	NA
Mtmr7	5.84447689285169	5.67107749668105	13.3947135580369	6.09202266738707	1.08911133475536	0.985591690687569	85.506679854934	-146.861249565457	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0891113	13.3947136	-0.420945170706016	NA
Mier2	5.15271344555805	5.28961225572081	5.47640660925029	4.8687067939571	6.84018887031007	0.984555858791489	57.5855103890242	-91.0189106336375	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.4764066	6.8401889	0.420905461763711	NA
Elovl6	4.68206173949418	4.88089015569003	0.540169924769064	4.45999101246847	0.480898346962988	0.964663399325601	48.1110520889294	-72.069994033448	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5401699	0.420899143221563	NA
Lrrc57	5.56453583242413	5.57125361587091	4.00200890044089	5.15052136794105	1.83014652429585	1.01693524695279	55.6961807932274	-87.2402514420438	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.8301465	4.0020089	0.420732247929866	NA
Lrrc4c	6.66392834021682	6.58559543535274	6.43341661650498	7.00619761616653	0.731623389099562	0.979091645121479	57.6725802500741	-91.1930503557374	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7316234	6.4334166	-0.420602180813797	NA
Ccdc97	5.41418840489144	5.5244326553719	3.69344495625515	5.10385011712215	3.8801891673589	0.987535655061535	64.6202231030276	-105.088336061644	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.693445	3.8801892	0.420582538249752	NA
Ccpg1	6.6074003163211	6.67038619722225	4.55016755064114	6.24992614485497	1.7835466986676	1.00658166678939	74.9459381941635	-125.739766243916	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7835467	4.5501676	0.420460052367284	NA
Eif4a1	7.83836859167603	8.04140379263936	18.7180238950589	7.620952716188	0.480898346962988	1.02052108942094	67.3098468142356	-110.46758348406	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	18.7180239	0.420451076451357	NA
Gpr173	3.05450780023259	2.80598465111207	15.0673971871139	3.22622632321267	1.94409722675506	1.00304309587367	67.4974023803945	-110.842694616378	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.9440972	15.0673972	-0.420241672100603	NA
Gpr12	4.31111848049451	4.53665303293197	0.480898346962988	4.95687575643455	0.480898346962988	0.945637169327255	37.0382009983149	-49.9242918522189	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-0.420222723502583	NA
E530001F21Rik	2.37278822890333	2.68282666334045	1.27872388503227	2.26280472003732	0.480898346962988	0.915240753848413	25.4372771435418	-26.7224441426727	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.2787239	0.42002194330313	NA
Las1l	5.83966983591002	5.70857994422067	6.28674172497782	6.12856726368884	6.26872177864427	1.010759466135	73.777593541989	-123.403076939567	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.2687218	6.2867417	-0.419987319468168	NA
Gm20594	11.0131377468624	11.0123112820813	4.58426446370188	10.5924616633662	0.743990213445111	1.01685398775361	39.6530775142851	-55.1540448841594	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7439902	4.5842645	0.419849618715105	NA
Nceh1	6.22536536635849	6.01706178417759	34.5998634667395	6.43675449478399	1.93242978581254	0.98463062168019	79.0639129318742	-133.975715719337	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	1.9324298	34.5998635	-0.419692710606403	NA
Asb13	5.78869437956639	5.63225332921324	10.0261452903716	6.05166734481906	2.56162552066049	0.996920855000627	79.5142937112465	-134.876477278082	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.5616255	10.0261453	-0.419414015605816	NA
Ccdc115	3.95291763398603	3.84397463821039	5.99672428997309	4.2633718888453	5.81773267807093	1.0095229705538	75.5159458002612	-126.879781456112	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.8177327	5.9967243	-0.419397250634909	NA
Foxred1	4.97774695774074	4.83540782610949	5.82150630762411	5.25464941122674	3.62774455820383	1.01193594016248	65.9022898278371	-107.652469511263	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.6277446	5.8215063	-0.419241585117249	NA
Ammecr1	1.53818679714846	1.2033341814722	10.7331432902121	1.62257210085096	3.73620207700259	1.12093874549086	35.7622449978291	-47.3723798512473	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7362021	10.7331433	-0.419237919378755	NA
Celf6	3.82883351300771	4.04078411707359	5.86026786891152	3.62177873257922	2.96026758407153	0.972843772627243	37.2795039833813	-50.4068978223517	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9602676	5.8602679	0.419005384494367	NA
Vprbp	4.3495864548674	4.47938879162969	10.872310849702	4.06047807412815	3.42598304859988	1.0066312905403	56.112824026538	-88.0735379086652	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.425983	10.8723108	0.418910717501538	NA
Ints12	3.16630044218372	3.15371461638004	0.933310569809295	2.73506089033973	0.865674066720798	1.01693062156079	55.1942225298643	-86.2363349153178	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8656741	0.9333106	0.418653726040314	NA
E330009J07Rik	5.38082333418734	5.54020907696485	4.95295995945417	5.12156182017338	1.39313765718862	0.994472110658096	66.8498380129911	-109.547565881571	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3931377	4.95296	0.418647256791476	NA
Ablim2	6.84125500987013	6.9006647809597	9.79019164710853	6.48231966723299	2.52961563541987	1.01464036247774	55.4076844145064	-86.663258684602	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.5296156	9.7901916	0.418345113726715	NA
Map9	5.84585905961434	5.77317929017832	8.47103580294118	6.19114238871898	4.1054869791487	0.992663314903348	60.1834727699626	-96.2148353955142	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.105487	8.4710358	-0.417963098540659	NA
Ddit3	5.53405243330191	5.66097934128416	8.16913385114489	5.24309183746937	4.45917135255581	0.999910641916092	58.4905720995695	-92.829034054728	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.4591714	8.1691339	0.417887503814784	NA
Hif1a	5.25303146810497	5.14981955636636	9.78132327284702	5.56758966764285	1.73268369439091	0.987427513731099	73.1249294722171	-122.097748800023	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7326837	9.7813233	-0.417770111276488	NA
Mef2c	8.82685592550425	8.77308386889002	7.0889392928028	9.19051054546	1.10571252385108	0.984835741986073	50.8131851913137	-77.4742602382164	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1057125	7.0889393	-0.417426676569983	NA
Spx	2.48110099624576	2.30191702141619	2.85166452208588	1.88461014692041	1.05365741668638	1.13087774599615	21.3587215085228	-18.5653328726347	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0536574	2.8516645	0.41730687449578	NA
Sfpq	7.95138686030073	8.13967555809474	5.38466858208796	7.72237679574437	1.06052797472093	0.996717002904316	54.003915229972	-83.8557203155332	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.060528	5.3846686	0.417298762350367	NA
Fam222b	4.59669186873367	4.77417004352901	9.02058519004671	4.35714142672797	9.41582486319424	0.980429572408675	59.4573605545616	-94.7626109647122	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	9.0205852	9.4158249	0.417028616801041	NA
Ptk2	6.31295101825499	6.43114661554504	8.85607876955146	6.01416740013265	0.55040199146332	1.02525381898249	53.037569623437	-81.9230291024632	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.550402	8.8560788	0.416979215412391	NA
Eid2b	4.17048094477525	4.08693602441386	3.65208260370518	4.50367607172483	3.7838092080438	1.00732327189967	59.6791473993741	-95.2061846543372	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.6520826	3.7838092	-0.416740047310979	NA
Txnrd1	4.74135889928892	4.79595619549156	0.547887269378965	4.37926833588435	0.834890517430699	0.996382012936477	70.7207478158116	-117.289385487212	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5478873	0.8348905	0.41668785960721	NA
Iars2	4.84783445562943	4.70252345038654	9.61612006746199	5.1189730238645	4.12397672291613	1.00245527872818	84.3977515412825	-144.643392938154	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.1239767	9.6161201	-0.416449573477964	NA
Vps25	5.7182298960458	5.509425593758	9.80179703797281	5.92569617192357	0.480898346962988	0.983317115320843	74.7521608600828	-125.352211575755	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	9.801797	-0.416270578165566	NA
Dnajb1	5.64093090300614	5.8542522569369	2.0439375720632	5.43831583234517	0.480898346962988	0.986431252506459	64.4324958205051	-104.712881496599	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.0439376	0.415936424591727	NA
Pcgf6	4.05327053279436	4.3109445739727	13.1712528984067	3.89516394519084	1.73786421692117	0.993976931499827	46.5099782394268	-68.8678463344426	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7378642	13.1712529	0.415780628781853	NA
Osbpl1a	8.51129114418614	8.32502358639481	21.0595845175513	8.740743178164	5.37438534012624	0.996602177130926	64.0360589822623	-103.920007820114	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.3743853	21.0595845	-0.415719591769195	NA
Ufd1l	6.20892491324039	6.04737391524418	7.57922107108579	6.46276984105909	4.92354797335147	1.00761939211137	76.1507941601805	-128.14947817595	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.923548	7.5792211	-0.415395925814917	NA
Trio	5.5042338368806	5.69511130613513	6.79673720842296	5.27990678655926	0.573963576882229	1.00861231526309	73.9084369473121	-123.664763750213	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5739636	6.7967372	0.415204519575866	NA
Cers4	5.54763289614268	5.6841403709058	8.66182184392068	5.2690690431462	1.59158294361306	1.00727923742957	75.320731032092	-126.489351919773	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5915829	8.6618218	0.415071327759603	NA
Pphln1	4.68367532826491	4.90801678638053	16.7848000535445	4.49294614451867	0.480898346962988	1.02513233763313	64.6503123699945	-105.148514595578	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	16.7848001	0.415070641861867	NA
Pqlc2	3.52336247369335	3.58094370751855	0.480898346962988	3.16619161232207	1.97372789504752	0.984469151580288	51.5224984032769	-78.892886662143	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.9737279	0.414752095196482	NA
Lta4h	4.91857153883526	4.7513474415706	13.2052669372357	5.16600283123295	8.42619184712158	1.00677554450937	72.5488634804105	-120.94561681641	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.4261918	13.2052669	-0.414655389662344	NA
Nxph1	4.60532020575806	4.42505136968383	13.0254469482851	4.83957394010923	5.64786005635345	1.0033274147566	62.0900226651319	-100.027935185853	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.6478601	13.0254469	-0.414522570425405	NA
Fbxo34	5.49790616855155	5.27272684547175	0.480898346962988	5.6871869190076	0.480898346962988	1.0374276340644	49.9595169039954	-75.7669236635798	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-0.414460073535852	NA
E2f4	4.70810938138706	4.84613457788053	7.76492042446704	4.43174324140985	8.95482250638387	0.987834361336458	67.0457331892386	-109.939356234066	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.7649204	8.9548225	0.414391336470686	NA
Zc3h8	3.21917159960185	3.15558931074974	6.40061551369952	3.56993260996784	3.47259923753152	0.98942104313701	55.9904508421944	-87.828791539978	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.4725992	6.4006155	-0.414343299218102	NA
St6gal2	4.66298790269125	4.38545221106866	8.50231159505257	4.79934800074804	1.52198703850771	1.02139199454781	55.288768363624	-86.425426582837	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	1.521987	8.5023116	-0.413895789679377	NA
Gpr162	6.92111336740357	7.05025022633961	8.69624078689062	6.63636437331273	7.68295270429478	0.99603680973269	51.4882625197396	-78.8244148950683	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.6829527	8.6962408	0.413885853026874	NA
Fmnl3	3.10398852857079	2.92402984590046	0.480898346962988	3.33787881384164	1.79702974675985	1.05707245501728	42.9195749466611	-61.6870397489114	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.7970297	-0.413848967941178	NA
1110032A03Rik	5.73430995426169	5.52515228311009	18.5283119366804	5.93888745167305	5.31542652446162	0.997668172269498	67.4114724381091	-110.670834731807	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.3154265	18.5283119	-0.413735168562963	NA
Anapc4	5.76192783513463	5.61684275761934	4.62243255114305	6.03049463412459	7.50042323804211	1.018156157763	63.0060209146186	-101.859931684826	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.6224326	7.5004232	-0.413651876505254	NA
Oxsr1	4.94175732601621	4.72723360728886	13.1326491535201	5.14032872302892	0.480898346962988	0.978190155263029	60.061771155778	-95.9714321671452	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	13.1326492	-0.413095115740065	NA
Mettl3	4.88521094062354	4.93624581324415	6.29884079813939	4.52315098647373	1.3485300816805	1.02211479359537	55.8449583337588	-87.5378065231066	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3485301	6.2988408	0.413094826770418	NA
Msl3l2	3.15985061457059	3.10484110230994	1.02510999769347	3.5179146843093	2.38698209855828	1.01506768725613	44.7428362284339	-65.3335623124569	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.02511	2.3869821	-0.413073581999357	NA
2810006K23Rik	3.77971453685618	3.93782818544596	4.60952212108405	3.52485437983833	8.69403010878638	0.973124651127832	69.5124423101228	-114.872774475835	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.6095221	8.6940301	0.412973805607629	NA
Stmn4	8.15865790700731	8.09027544392103	2.74138205409862	8.50303073663796	0.480898346962988	0.987633092575409	54.4286461413524	-84.7051821382939	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.7413821	-0.412755292716936	NA
Tecpr2	4.93011519218185	4.76389693499864	10.9274732021168	5.17656376414144	3.31418174046329	0.998012970127516	75.0584237421588	-125.964737339907	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	3.3141817	10.9274732	-0.4126668291428	NA
Nudt18	3.86627269795096	3.7957305264505	3.19558319834936	4.20807475479174	0.493943542194118	0.973816349572202	66.6874285044083	-109.222746864406	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4939435	3.1955832	-0.412344228341234	NA
Mdm1	2.20047237338041	2.42949119823025	1.45190555473041	2.0174902749801	0.480898346962988	0.940778039215901	47.1874744392356	-70.2228387340604	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.4519056	0.412000923250154	NA
Tufm	5.74910866202279	5.8957805038143	7.67863350859349	5.48378369343219	9.03072420303885	0.98916836777787	69.2345980601361	-114.317085975861	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.6786335	9.0307242	0.411996810382106	NA
Rab40b	4.63593051310694	4.43861107423838	8.97617073565627	4.85031044074828	2.16319441433126	1.01069133961981	58.3505290986021	-92.5489480527932	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.1631944	8.9761707	-0.4116993665099	NA
Ano10	3.91342548981105	3.83971171910672	5.55704993387603	4.25118512689177	2.95724506572631	0.99213879784595	60.1940096280164	-96.2359091116218	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9572451	5.5570499	-0.411473407785043	NA
Pcnt	3.26379627092722	3.07290532467359	14.8377682265729	3.48417316019436	10.009691178383	1.0092467889644	72.4283819006174	-120.704653656824	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	10.0096912	14.8377682	-0.411267835520773	NA
Tmem203	3.70621118597998	3.69941416357454	0.670658468595647	4.11060021695832	0.480898346962988	0.986920170725823	37.5015287928685	-50.8509474413261	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.6706585	-0.411186053383779	NA
Samd1	3.83993211303834	3.67108543883163	16.7891198341253	4.08220495977686	0.61915055457584	0.960970785967427	63.5511670185597	-102.950223892709	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6191506	16.7891198	-0.411119520945228	NA
Ttll12	3.19131600189223	3.35131570018391	9.0560482384311	2.94021751858076	1.05898498814985	1.01919255690548	51.8796901738587	-79.6072702033065	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.058985	9.0560482	0.411098181603149	NA
Dnah7a	2.27395788330397	2.0222123082333	3.21550698155225	1.61118069272454	0.480898346962988	1.23990197047924	14.5195293326835	-4.88694852095604	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.215507	0.411031615508757	NA
AC245272.1	2.32829093861677	2.31573504000438	4.56495679925177	1.90483821788484	0.480898346962988	1.10824835151884	29.4240566358564	-34.6960031273019	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.5649568	0.410896822119538	NA
Slc9a3r2	4.98133784571842	4.9614261074359	9.36384920139832	4.55099493035005	0.480898346962988	1.06631682154323	40.5932711870063	-57.0344322296017	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	9.3638492	0.410431177085847	NA
Nudt8	3.21278119979722	3.03378145291586	3.68615216087043	3.44412060643428	0.87367222189467	1.01408951862049	46.3796467271617	-68.6071833099126	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8736722	3.6861522	-0.410339153518422	NA
Abhd2	5.68154130746842	5.63509307739023	0.995070384856365	6.04534287950256	1.86622360418851	1.00558432358256	72.1818329574198	-120.211555770429	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9950704	1.8662236	-0.410249802112327	NA
Nipa1	5.29167349332486	5.17919488150261	9.55453362132297	5.58943078340714	1.0911935946044	0.980749693802147	65.9080847946206	-107.66405944483	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0911936	9.5545336	-0.410235901904524	NA
Proser3	2.23668280184294	2.04549889683671	3.01677724518677	1.63530134028003	0.702158733730118	1.16849966881319	28.6087200054646	-33.0653298665184	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7021587	3.0167772	0.410197556556675	NA
Tctex1d2	4.06831602034802	3.91067717999105	3.83496627434596	4.32086802913688	2.6510373625677	1.02443834591562	49.5571291823573	-74.9621482203037	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.6510374	3.8349663	-0.410190849145823	NA
Tmem57	5.41723688730332	5.27499705730456	8.10407881981499	5.68481849557541	2.39161400767886	0.998720592558092	84.0340039714157	-143.91589779842	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.391614	8.1040788	-0.409821438270852	NA
