	init	U	tau.w	L	tau.s	tau.mrna	logL	bic	convergence	msg	min.tau	max.tau	UL.delta	genelab
Lppr5	4.63270623189719	4.90093337168963	5.33698632415196	4.65848751814904	0.611289559928863	0.973784725306428	61.7603328968284	-99.368555649246	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6112896	5.3369863	0.242445853540586	NA
Ric8b	4.88659494787926	5.04564320832912	0.929300896563522	4.8032002651518	0.480898346962988	0.976020001058344	77.0986417655244	-130.045173386638	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.9293009	0.242442943177319	NA
Kbtbd2	5.19579663480146	5.32108742989759	0.480898346962988	5.07903757115103	0.584997848544453	0.979906381885844	65.7095400011143	-107.266969857818	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5849978	0.242049858746564	NA
Sestd1	4.94080118174089	5.00619459768405	2.35892924489553	5.24781183318226	0.480898346962988	0.967830064765684	49.4134014852505	-74.67469282609	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.3589292	-0.241617235498214	NA
Ap3s2	4.77650576402583	4.67932521529707	12.8871739252452	4.9208481042241	6.23514875001302	1.00310784609234	103.169894686131	-182.187679227852	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.2351488	12.8871739	-0.241522888927021	NA
Rnaseh1	3.45104993358033	3.5603903598464	2.13509569776839	3.80078223243437	1.03546058678141	0.953940350933679	55.1093478447903	-86.0665855451698	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	1.0354606	2.1350957	-0.24039187258797	NA
Calb1	6.09314191210062	5.90503480158052	7.93031357857769	6.14494045029938	1.51308850285566	1.01498913924923	60.2324473304143	-96.3127845164177	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5130885	7.9303136	-0.239905648718864	NA
Herc6	4.20374932009533	4.2638281836403	2.20323501009959	4.50371822332367	0.480898346962988	0.968321865928631	42.9897803992607	-61.8274506541105	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.203235	-0.23989003968337	NA
Mov10	3.46091635095204	3.32194361430966	2.27068109857943	3.08235144409686	0.480898346962988	1.07047480809443	40.8933227498922	-57.6345353553734	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.2706811	0.239592170212808	NA
Camk1	6.39929100017968	6.4160847818635	2.52489636992086	6.17654036959083	0.635477248062733	1.01026669587015	76.2536539608079	-128.355197777205	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6354772	2.5248964	0.239544412272668	NA
Mtmr1	5.20289808763587	5.17085636547082	0.480898346962988	4.93143210932401	0.480898346962988	1.00897837336487	74.8289171758612	-125.505724207311	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	0.239424256146814	NA
Zc3h13	5.17260521629989	5.29194250406025	9.8185695271214	5.05280770337735	3.20425338346868	0.993159765812792	81.289642184752	-138.427174225093	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.2042534	9.8185695	0.239134800682905	NA
Slc6a6	5.85152288857706	5.67775871708878	7.82176548127488	5.91649480184072	1.24898342209281	1.0108668523468	60.9611172675682	-97.7701243907254	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2489834	7.8217655	-0.238736084751937	NA
Nipsnap1	5.83136333528026	5.77559855568769	11.3194380538018	6.01418440420998	0.694202941519949	0.984422279016721	81.7930389811592	-139.433967817907	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6942029	11.3194381	-0.238585848522285	NA
Gss	4.43823085679224	4.41571678738804	6.18133911533898	4.17732700062727	1.43409856270193	1.02364950957957	62.1130184501017	-100.073926755793	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4340986	6.1813391	0.238389786760774	NA
Ankrd34b	3.87109398884801	4.0919209178426	3.96956433221772	3.85358978546789	1.3388600357817	0.963624909309565	56.8783260030987	-89.6045418617866	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.33886	3.9695643	0.238331132374716	NA
Hdac5	6.67549807459721	6.51723556487935	2.0742473512664	6.27921217789515	0.480898346962988	1.03642237994095	50.7876334481232	-77.4231567518354	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.0742474	0.238023386984191	NA
Zfp870	2.36993480746143	2.16455119244598	7.44304617641388	2.40254355070161	5.20568473377463	1.06904381147892	57.769932916157	-91.387755687903	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.2056847	7.4430462	-0.237992358255624	NA
Coq3	3.60521965663812	3.68027391479504	2.83450992131903	3.91810438232712	0.480898346962988	0.953858262622666	52.3027731278064	-80.453436111202	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.8345099	-0.237830467532077	NA
Prkcsh	5.80540326914854	5.73040996831937	1.60149403843743	5.49312263044837	1.00654486562508	1.0203486547401	70.4879629863501	-116.823815828289	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0065449	1.601494	0.237287337870996	NA
Cuta	6.4132321103045	6.40924293472482	3.85298202802434	6.1722643887287	0.480898346962988	1.02043746688577	55.1376131431823	-86.1231161419536	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.852982	0.236978545996117	NA
Dennd1a	5.50396584677125	5.33300280764423	10.0006602614678	5.56969082564406	1.31117770758368	1.00961253838916	74.2259714460342	-124.299832747658	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3111777	10.0006603	-0.236688017999834	NA
Chd2	4.78710759813599	4.82080467264127	1.65298902017614	4.58455799069662	0.480898346962988	1.00540133679216	77.6012475873279	-131.050385030245	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.652989	0.236246681944653	NA
Setd2	5.31665047399495	5.12172207773712	1.81513858211247	5.35773106957946	0.716460760217304	1.02791713302299	69.8843851484533	-115.616660152496	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7164608	1.8151386	-0.236008991842342	NA
Gid8	5.45671789905581	5.37543340182125	9.32588587572935	5.61124261192735	3.55621002999733	1.00129109892145	87.5604394261285	-150.968768707846	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.55621	9.3258859	-0.235809210106102	NA
Setd5	6.15743187796766	6.05125835966696	6.84111819040331	6.28703271027153	0.848351509722045	0.997387975602644	84.1227511270175	-144.093392109624	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8483515	6.8411182	-0.235774350604573	NA
Prox2	2.65348276351109	2.58773025321998	2.07174634840277	2.35198151344223	0.480898346962988	1.06209108773052	54.0856103797207	-84.0191106150304	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.0717463	0.235748739777754	NA
Lats2	3.34069105605399	3.25309705340435	1.84190078081243	3.01746550983858	0.480898346962988	1.05058211743225	68.9028449249931	-113.653579705575	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.8419008	0.235631543565771	NA
Mdp1	4.9498660499522	4.94179722377232	2.06967844745495	5.17739649184458	2.13419258735895	1.00003042212877	75.8269612067227	-127.501812269034	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0696784	2.1341926	-0.235599268072257	NA
Zfp646	3.512684998719	3.52816383544504	7.04160016513921	3.29267606218572	0.944124162532837	1.02631793219702	85.135465568333	-146.118820992255	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9441242	7.0416002	0.235487773259311	NA
Plxdc1	4.73945465097217	4.79540261964124	1.04230488440598	5.03030184261552	0.480898346962988	0.98045832871649	57.226148691306	-90.3001872382011	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.0423049	-0.234899222974286	NA
Rusc1	6.8490311296705	6.69225834364655	8.33887927777944	6.92681737954641	1.02218132992684	1.00479224848867	74.9837036928628	-125.815297241315	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0221813	8.3388793	-0.234559035899859	NA
Arid4b	4.91462854337497	4.91080233761768	2.98766522194798	5.1452224757002	0.480898346962988	0.978770426259816	63.7305520434557	-103.308993942501	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.9876652	-0.234420138082521	NA
Ccnl2	6.20492944708194	6.19675842831823	1.86544825853902	5.96288147668408	0.480898346962988	1.01370858164148	69.8305350899162	-115.508960035421	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.8654483	0.233876951634156	NA
Creb1	4.58619599291285	4.78995749736146	6.57911115289438	4.55633243305391	0.888586762706667	0.980341954099668	59.9602728648747	-95.7684355853384	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8885868	6.5791112	0.233625064307542	NA
Elp2	5.92945872711026	5.83571913068366	21.0132170838399	6.06931560922659	1.12236272323842	0.987877842382641	99.7836439046406	-175.41517766487	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1223627	21.0132171	-0.233596478542937	NA
Slc35f4	3.91432177805745	3.98955543340093	1.32189337924571	4.2230790493499	0.480898346962988	0.967638981976546	66.4654319030906	-108.77875366177	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.3218934	-0.233523615948963	NA
Stox2	5.1013760697839	5.15770038049449	0.510042850080869	4.92435590790118	0.480898346962988	0.991135890475548	92.5917148607825	-161.031319577154	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5100429	0.233344472593306	NA
Cdadc1	5.47836888662839	5.62733341344193	2.30956239586517	5.39437150723852	0.480898346962988	0.987236477854249	76.7049627284757	-129.25781531254	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.3095624	0.232961906203409	NA
Snx27	5.81521645347227	5.86922427023103	3.29255669189237	5.63649571091813	2.99363261235719	0.998257579021988	65.3393981007772	-106.526686057144	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9936326	3.2925567	0.232728559312905	NA
Thop1	5.06819472729989	4.99744101577358	4.63375246149187	4.76477307564049	0.480898346962988	1.04106695186137	56.0534050716373	-87.9546999988637	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.6337525	0.232667940133088	NA
Bnip1	4.89808645118038	4.73868270161409	2.5521848421498	4.97125177337617	1.61310313798897	1.02648594033489	63.3796368573695	-102.607163570328	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6131031	2.5521848	-0.232569071762079	NA
Chst1	7.44022673984906	7.55493805224609	2.58135211510682	7.3224715898899	0.480898346962988	0.997905024537954	63.2800527090641	-102.407995273717	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.5813521	0.232466462356193	NA
Gpatch8	5.84029369329908	5.77318563402848	1.19016208401117	5.54089856048098	0.976773760342634	1.01360021027421	61.5350607041757	-98.9180112639404	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9767738	1.1901621	0.232287073547496	NA
Pqlc1	3.8065372859425	3.72747832386688	2.60368300271027	3.49523183082438	0.551389778921543	1.04567119638681	58.1746478697946	-92.1971855951783	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5513898	2.603683	0.232246493042498	NA
Trak1	6.33236472494158	6.42504269742693	2.30695188437536	6.19332836170373	0.480898346962988	1.0007015475012	69.9195590766521	-115.687008008893	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.3069519	0.2317143357232	NA
Ccdc66	3.52026375462794	3.74475593325774	2.67198356859879	3.51308695161059	0.480898346962988	0.964012946850812	60.3144659808792	-96.4768218173475	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.6719836	0.231668981647144	NA
Znrf3	2.97523667935714	2.82039834721923	0.480898346962988	3.05144627680111	1.13999050541504	1.05338059722747	70.9725090978794	-117.792908051348	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.4808983	1.1399905	-0.231047929581883	NA
Zswim1	4.07665443792565	3.9438463204405	4.85001513664643	4.17487409618921	1.79370022791495	1.01638333413952	65.396781349804	-106.641452555197	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7937002	4.8500151	-0.231027775748712	NA
Dcaf12	4.91886198439538	5.04304691503345	0.860645921779739	4.81203557023974	0.480898346962988	0.982961692565684	79.0349942117517	-133.917878279092	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.8606459	0.231011344793707	NA
Exosc1	3.76216026467919	3.67111731972728	3.25650680642028	3.90208168726445	1.43892010459089	1.01112408831659	62.7304183281373	-101.308726511864	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4389201	3.2565068	-0.230964367537172	NA
Prpf18	5.45730420761587	5.63718754688338	1.73000433309181	5.40656512565376	0.480898346962988	0.983496673604583	66.4034739174657	-108.654837690521	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.7300043	0.230622421229622	NA
Snapc1	4.93051123696592	5.09074896015412	4.70817864485345	4.86076074284839	1.69171943852069	0.9821219712824	73.5405752910484	-122.929040437686	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6917194	4.7081786	0.229988217305731	NA
Cecr5	5.35176530005251	5.22021010629219	1.02461354589596	4.99091800491637	0.965795751517854	1.02714037592988	67.3560879121335	-110.560065679856	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9657958	1.0246135	0.229292101375824	NA
2410131K14Rik	3.53104690212801	3.66314091838653	1.0291339300377	3.43492117555799	0.480898346962988	0.973345844031356	70.9749019179966	-117.797693691582	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.0291339	0.228219742828541	NA
Nfkb1	3.87783989341646	3.88815760800761	5.86668685682027	3.66003088657934	3.76125252075208	1.00419524294189	86.3885223724356	-148.62493460046	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7612525	5.8666869	0.228126721428269	NA
Acp2	5.44625559747924	5.32808213810222	10.1848781569666	5.55526120703257	1.74947627576292	1.00056487889271	88.8442343613202	-153.53635857823	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7494763	10.1848782	-0.227179068930353	NA
Pde1b	6.33367342246969	6.20987008852083	12.2580068458241	6.43674593379651	3.55523312415807	1.00321119714954	78.3813325698911	-132.610554995371	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.5552331	12.2580068	-0.226875845275684	NA
Tspyl2	6.46978612179374	6.39724992832529	5.20630132662543	6.62410627536164	0.480898346962988	0.988547573452264	89.1968909972166	-154.241671850022	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	5.2063013	-0.226856347036345	NA
Ttc30b	3.17692047946826	2.89382636607078	1.23175779850631	3.11984332067314	0.480898346962988	1.08250565722016	44.9763096821716	-65.8005092199323	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.2317578	-0.22601695460236	NA
Txlng	4.20109790959423	4.24085103036026	1.13976674299187	4.01522126226924	0.480898346962988	1.00041324944978	64.8750564053095	-105.598002666208	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.1397667	0.225629768091024	NA
Safb2	6.84440486597764	6.76971482104473	0.646485080701635	6.54472317039362	1.33333483942929	1.01054961908105	65.5827778395913	-107.013445534772	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6464851	1.3333348	0.224991650651109	NA
Poli	3.18379528305901	3.19293160440135	2.01879879764211	3.41777115941683	0.778495696986257	0.978085184982934	65.554477232058	-106.956844319705	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7784957	2.0187988	-0.224839555015485	NA
Lztr1	7.17624118968058	7.25463436197902	1.96994269654568	7.03004924465941	8.50563798611488	0.990506951661435	95.4444461296797	-166.736782114948	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	1.9699427	8.505638	0.224585117319611	NA
Ss18l1	4.91565996447704	4.88337758059681	3.79403584470088	5.10769200675904	0.480898346962988	0.984797685229547	80.44048516522	-136.728860186029	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.7940358	-0.224314426162231	NA
Cmtr1	5.79336870370606	5.77169595906925	10.2145244579216	5.99548500643316	0.900993063107571	0.979083701349177	80.5812594254008	-137.010408706391	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9009931	10.2145245	-0.223789047363911	NA
Mtdh	6.32640064851563	6.3364752361962	3.39284745076696	6.56019047135905	0.480898346962988	0.983573475116467	61.8135203934831	-99.4749306425553	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.3928475	-0.223715235162853	NA
Ift172	6.18219888972783	6.15866720538973	3.77598663075458	5.93525667330318	2.01839591928272	1.01230796178589	83.7462637480496	-143.340417351688	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0183959	3.7759866	0.223410532086556	NA
Arfgap1	6.63367257051233	6.61969816735094	1.49391797288521	6.84290449457466	0.480898346962988	0.992076891032058	86.6318353536339	-149.111560562857	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.493918	-0.223206327223724	NA
Papd7	4.72049867285865	4.85898182847427	1.07108500679073	4.63621467667802	1.11080399434513	0.973661303820885	78.2031168858995	-132.254123627388	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.071085	1.110804	0.222767151796246	NA
Snapc3	5.27566325634547	5.2440146393839	1.8846808732448	5.02182297370995	0.554164347569075	1.01695063431432	67.1603280816445	-110.168546018878	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5541643	1.8846809	0.222191665673954	NA
Ltn1	4.52802130064898	4.65590146832904	5.62941615554295	4.43468827988829	1.10692030153226	0.992674885962355	86.2745123977769	-148.396914651143	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1069203	5.6294162	0.221213188440748	NA
Aig1	5.56080391335475	5.55902399194739	2.70950780599652	5.33795965379122	0.480898346962988	1.01716211614452	65.2468096130954	-106.34150908178	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.7095078	0.221064338156164	NA
BC004004	5.70262371568664	5.68738177362409	2.03999548949998	5.90799953363188	0.616040478712562	0.9903059157656	86.0180252815152	-147.88394041862	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.6160405	2.0399955	-0.220617760007794	NA
Cdc37l1	5.66239533297952	5.81669874094725	0.480898346962988	5.59627978700872	0.480898346962988	0.977169344486728	70.140953172917	-116.129796201423	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	0.220418953938533	NA
Cfap70	0.747752524240144	0.0669919921375417	3.29137247341738	0.287309421818473	0.480898346962988	4.52505146290651	-15.6668019825074	55.4857141094257	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.2913725	-0.220317429680931	NA
Ahsa2	5.7840960194336	5.67517139612549	1.42786579605143	5.45548149015216	0.480898346962988	1.03129343753647	55.7926238920726	-87.4331376397342	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.4278658	0.219689905973331	NA
Taz	5.97121345415559	5.81627509065658	3.03306105850796	6.0357172451857	0.480898346962988	1.00906036892632	71.6826796851925	-119.213249225974	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.0330611	-0.219442154529119	NA
Kmt2d	5.37144561970959	5.29177381053981	1.69881349363021	5.07256829262994	1.00211325991792	1.02090308498694	64.2630613365064	-104.374012528602	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0021133	1.6988135	0.219205517909864	NA
Mms19	4.68319153343755	4.69333759125303	2.71352437453272	4.91215127949361	0.543556294210917	0.98228736298733	67.3652505333899	-110.578390922369	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5435563	2.7135244	-0.218813688240578	NA
Tubgcp6	4.58519447351614	4.83705864247413	4.35949428181784	4.61846631569616	2.53958795884042	0.956508433554624	53.7609302935271	-83.3697504426432	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.539588	4.3594943	0.218592326777975	NA
Afg3l2	5.58141097402915	5.5136322768624	34.4974965035841	5.73219754969986	3.4338821025818	0.992818005177948	94.3981047411002	-164.644099337789	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.4338821	34.4974965	-0.218565272837458	NA
Itga11	0.536771098720489	0.265380727870743	4.60685270855439	0.0474351319085011	0.480898346962988	3.50581359510839	29.3405631268158	-34.5290161092207	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.6068527	0.217945595962242	NA
Vldlr	4.89429766394647	4.88680199784434	4.71819602407601	5.10465314320784	0.480898346962988	0.977838801330997	66.2775313904263	-108.402952636442	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.718196	-0.217851145363505	NA
Mapkbp1	5.09819900142351	5.05672309955859	1.98700480478807	4.83898515676297	0.879684996283627	1.01731155192193	60.5127284187845	-96.8733466931582	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.879685	1.9870048	0.217737942795622	NA
Glyr1	6.81311262457824	6.74235657374298	18.5392354148763	6.95999935302665	6.43100471920026	0.997440104325287	102.169803404993	-180.187496665575	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.4310047	18.5392354	-0.217642779283669	NA
Add3	5.65830758004559	5.62760740826256	4.46320009187767	5.84522842940773	0.480898346962988	0.984340578988327	84.9566601134259	-145.761210082441	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.4632001	-0.21762102114517	NA
